Signal Time,Game,Player,Market,Side,Line,Odds,Book,EV %,Hit Rate %,Num Games,Baba Lock?,Confirmation Books,Player ID,Event ID,Commence Time,Market Key,Resolved?,Actual Outcome,Actual Stat,Resolved Time,Notes
2026-02-27T08:50:31.231943-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),James Harden,Threes,Over,2.5,-107,BallyBet,2.97,70.0,10,False,"FD at -132, DK at -121, ESPN at -120",192,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T08:50:32.922510-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),James Harden,Threes,Over,2.5,100,HardRockBet,6.45,70.0,10,True,"FD at -132, DK at -121, ESPN at -120",192,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T08:50:43.059319-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Rebounds Assists,Over,9.5,105,HardRockBet,3.74,60.0,10,False,"FD at -118, DK at -115, ESPN at -115",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T08:50:57.274087-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Ryan Rollins,Rebounds Assists,Over,9.5,110,HardRockBet,3.73,50.0,10,False,"FD at -112, DK at -113, ESPN at -110",38017712,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T08:50:58.755691-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Ryan Rollins,Rebounds Assists,Over,9.5,110,BetMGM,3.73,50.0,10,False,"FD at -112, DK at -113, ESPN at -110",38017712,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T08:51:09.095297-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Max Christie,Rebounds,Under,3.5,105,HardRockBet,7.44,80.0,10,True,"FD at -128, DK at -133, ESPN at -125",38017697,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T08:56:18.105286-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Rebounds,Over,3.5,-105,HardRockBet,1.81,50.0,10,False,"FD at -125, DK at -128, ESPN at -125",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T08:56:19.710819-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Rebounds,Over,3.5,-105,BetMGM,1.81,50.0,10,False,"FD at -125, DK at -128, ESPN at -125",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:01:40.054971-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Ryan Rollins,Assists,Over,4.5,-130,HardRockBet,3.14,60.0,10,False,"FD at -166, ESPN at -160, Pinnacle at -180",38017712,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:01:50.151331-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Daniel Gafford,Points,Under,9.5,-105,HardRockBet,3.92,70.0,10,True,"FD at -132, DK at -122, ESPN at -125",666577,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:12:29.375327-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Naji Marshall,Rebounds Assists,Under,9.5,100,DraftKings,3.83,60.0,10,False,"FD at -125, DK at 100, ESPN at -115",3547293,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:23:00.740625-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Jaylen Wells,Rebounds,Under,3.5,-110,HardRockBet,4.2,90.0,10,True,"FD at -140, DK at -142, ESPN at -140",1028039105,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:23:02.528957-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Naji Marshall,Rebounds,Under,5.5,100,HardRockBet,5.63,60.0,10,False,"FD at -130, DK at -113, ESPN at -120",3547293,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:28:22.862677-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Daniel Gafford,Points,Under,9.5,-110,BetMGM,2.69,70.0,10,False,"FD at -136, DK at -117, ESPN at -130",666577,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:33:53.311531-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Bruce Brown,Rebounds,Over,3.5,-115,HardRockBet,3.03,50.0,10,False,"FD at -144, DK at -141, ESPN at -150",69,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T09:44:13.759705-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Jaylen Brown,Assists,Over,4.5,-125,FanDuel,3.32,20.0,10,False,"ESPN at -160, Pinnacle at -158",70,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T10:53:57.643521-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jaylon Tyson,Rebounds,Over,4.5,-107,BallyBet,2.18,50.0,10,False,"FD at -130, DK at -134, ESPN at -130",1028028993,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T10:53:59.711161-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jaylon Tyson,Rebounds,Over,4.5,-105,BetMGM,3.12,50.0,10,False,"FD at -130, DK at -134, ESPN at -130",1028028993,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T10:54:10.053666-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Rebounds Assists,Over,9.5,110,HardRockBet,3.73,60.0,10,False,"FD at -112, DK at -101, ESPN at -110",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T11:10:01.828536-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Jalen Brunson,Points,Under,26.5,105,HardRockBet,8.27,60.0,10,False,"FD at -130, DK at -122",73,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T11:15:16.733079-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Derrick White,Assists,Under,6.5,-130,HardRockBet,3.14,30.0,10,False,"FD at -166, DK at -144, ESPN at -150",473,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T11:25:58.102056-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Klay Thompson,Points,Under,12.5,-105,HardRockBet,3.92,70.0,10,False,"FD at -132, DK at -115, ESPN at -125",443,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T11:31:12.444326-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Daniel Gafford,Points,Under,9.5,-105,HardRockBet,5.02,70.0,10,False,"FD at -136, DK at -122",666577,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T11:31:15.439704-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Jaylen Wells,Rebounds,Under,3.5,-110,HardRockBet,4.2,90.0,10,True,"FD at -140, DK at -135, ESPN at -130",1028039105,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T11:46:48.870390-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jaylon Tyson,Rebounds,Over,4.5,105,HardRockBet,8.27,50.0,10,False,"FD at -130, DK at -134, ESPN at -130",1028028993,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:02:56.275102-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jaylon Tyson,Rebounds,Over,4.5,-107,BetRivers,2.18,50.0,10,False,"FD at -130, DK at -133, ESPN at -130",1028028993,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:08:21.114874-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Cade Cunningham,Assists,Over,9.5,-118,BetRivers,1.81,60.0,10,False,"FD at -144, DK at -141, ESPN at -160",17896075,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:08:22.858374-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Cade Cunningham,Assists,Over,9.5,-118,BallyBet,1.81,60.0,10,False,"FD at -144, DK at -141, ESPN at -160",17896075,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:08:52.127148-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Bruce Brown,Rebounds,Over,3.5,-115,HardRockBet,3.03,50.0,10,False,"FD at -144, DK at -152, ESPN at -160",69,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:13:59.579099-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jalen Duren,Points,Under,17.5,-106,BetRivers,2.64,30.0,10,False,"FD at -130, DK at -120, ESPN at -130",38017694,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:35:38.718236-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Points Rebounds,Over,21.5,105,HardRockBet,3.74,60.0,10,False,"FD at -118, DK at -115, ESPN at -115",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_points_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:41:21.096400-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Cason Wallace,Points,Over,9.5,105,BetMGM,2.5,60.0,10,False,"FD at -114, DK at -106, ESPN at -115, Pinnacle at -108",56677833,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:46:30.890069-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Points,Over,17.5,100,HardRockBet,2.02,60.0,10,False,"FD at -120, DK at -120, ESPN at -115",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:46:42.180355-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Cam Spencer,Rebounds Assists,Under,7.5,-110,HardRockBet,8.25,40.0,10,False,"FD at -154, DK at -148, ESPN at -130",1028048549,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T12:46:51.815566-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Luguentz Dort,Points Rebounds,Under,13.5,-110,BetMGM,2.69,70.0,10,False,"FD at -136, DK at -130, ESPN at -125",666541,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:09:41.892695-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jarrett Allen,Rebounds Assists,Over,10.5,-110,HardRockBet,2.69,90.0,10,False,"FD at -136, ESPN at -140",9,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:09:43.750243-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jarrett Allen,Rebounds Assists,Over,10.5,-110,BetMGM,2.69,90.0,10,False,"FD at -136, ESPN at -140",9,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:09:55.286771-05:00,MIL Bucks vs NYK Knicks (8:10 PM EST),Jalen Brunson,Points,Under,26.5,105,HardRockBet,8.27,60.0,10,False,"FD at -130, DK at -119, ESPN at -125",73,0187f9083f62982033a3af48bf31bec9,2026-02-28 01:10:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:10:02.730523-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Daniel Gafford,Points,Under,9.5,-110,DraftKings,2.69,70.0,10,False,"FD at -136, DK at -110, ESPN at -130",666577,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:10:06.334677-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Klay Thompson,Points,Under,12.5,-105,HardRockBet,5.02,70.0,10,False,"FD at -136, DK at -112, ESPN at -125",443,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:10:08.471628-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Daniel Gafford,Points,Under,9.5,-105,HardRockBet,5.02,70.0,10,True,"FD at -136, DK at -110, ESPN at -130",666577,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:10:27.810759-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Bruce Brown,Rebounds,Over,3.5,-115,HardRockBet,3.03,50.0,10,False,"FD at -144, DK at -152, ESPN at -160",69,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:16:35.457165-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),James Harden,Threes,Over,2.5,100,HardRockBet,2.02,70.0,10,False,"FD at -120, DK at -101, ESPN at -120",192,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:16:37.348277-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),James Harden,Threes,Over,2.5,100,BetMGM,2.02,70.0,10,False,"FD at -120, DK at -101, ESPN at -120",192,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_threes,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:32:22.053159-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Cam Spencer,Points Assists,Over,14.5,-105,HardRockBet,2.32,40.0,10,False,"FD at -128, DK at -126, ESPN at -115",1028048549,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:32:24.017882-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Cam Spencer,Points Assists,Over,14.5,-105,BetMGM,2.32,40.0,10,False,"FD at -128, DK at -126, ESPN at -115",1028048549,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_points_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:35:45.501830-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Cason Wallace,Points,Under,9.5,110,HardRockBet,5.84,40.0,10,False,"FD at -118, DK at -120, ESPN at -115, Pinnacle at -117",56677833,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:42:05.714133-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jalen Duren,Points Rebounds,Over,29.5,105,BetMGM,2.5,70.0,10,False,"FD at -114, DK at -125",38017694,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_points_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:42:12.291739-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Cam Spencer,Rebounds Assists,Under,7.5,-115,HardRockBet,6.01,40.0,10,False,"FD at -154, DK at -136, ESPN at -125",1028048549,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:45:33.034923-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Luguentz Dort,Points Rebounds,Under,13.5,-110,BetMGM,2.69,70.0,10,False,"FD at -136, DK at -130, ESPN at -125",666541,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:48:39.520279-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jalen Duren,Points Rebounds Assists,Over,31.5,110,BetMGM,3.73,70.0,10,True,"FD at -112, ESPN at -115, Pinnacle at -107",38017694,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_points_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:48:46.663294-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Baylor Scheierman,Rebounds,Over,4.5,-125,theScore,2.91,70.0,10,False,"FD at -158, DK at -147, ESPN at -125",1028028434,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:48:48.629430-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Baylor Scheierman,Rebounds,Over,4.5,-105,HardRockBet,11.63,70.0,10,True,"FD at -158, DK at -147, ESPN at -125",1028028434,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:48:59.999132-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Khris Middleton,Assists,Under,3.5,-122,FanDuel,5.02,60.0,10,False,"ESPN at -150, Pinnacle at -171",315,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:49:06.028483-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Cason Wallace,Points,Over,9.5,105,BetMGM,2.5,60.0,10,False,"FD at -114, DK at -106, ESPN at -115, Pinnacle at -113",56677833,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T13:52:21.575497-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Shai Gilgeous-Alexander,Points,Under,28.5,-106,DraftKings,3.44,30.0,10,False,"FD at -132, DK at -106, ESPN at -125, Pinnacle at -127",175,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:18:38.170424-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Nicolas Claxton,Rebounds,Under,6.5,110,HardRockBet,2.02,50.0,10,False,"FD at -108, DK at -104, ESPN at -115",666508,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:25:47.205539-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Nicolas Claxton,Rebounds,Under,6.5,110,BetMGM,2.02,50.0,10,False,"FD at -108, DK at -104, ESPN at -115",666508,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:26:01.704557-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Jaylen Wells,Rebounds,Under,3.5,-115,HardRockBet,2.04,90.0,10,False,"FD at -140, DK at -151, ESPN at -130",1028039105,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:29:54.389653-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Cason Wallace,Points Rebounds Assists,Over,15.5,100,BetMGM,2.84,70.0,10,False,"FD at -122, DK at -114, ESPN at -105, Pinnacle at -119",56677833,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:46:46.530444-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Jaylen Brown,Assists,Under,4.5,-104,BetRivers,3.6,80.0,10,False,"FD at -130, DK at -121",70,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:46:50.586187-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Jaylen Brown,Assists,Under,4.5,-105,HardRockBet,3.12,80.0,10,False,"FD at -130, DK at -121",70,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:46:52.239541-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Jaylen Brown,Assists,Under,4.5,100,BetMGM,5.63,80.0,10,True,"FD at -130, DK at -121",70,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:54:07.869703-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Max Christie,Rebounds,Under,3.5,-105,HardRockBet,3.12,80.0,10,True,"FD at -130, DK at -138, ESPN at -125",38017697,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:57:48.654001-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Tim Hardaway Jr,Points,Over,11.5,108,BetRivers,1.89,60.0,10,False,"FD at -110, DK at -108, ESPN at -110, Pinnacle at -107",191,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T14:57:50.657444-05:00,OKC Thunder vs DEN Nuggets (9:40 PM EST),Tim Hardaway Jr,Points,Over,11.5,108,BallyBet,1.89,60.0,10,False,"FD at -110, DK at -108, ESPN at -110, Pinnacle at -107",191,97389f0f24c00f44acf93382323f7d0a,2026-02-28 02:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T15:01:04.536217-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Baylor Scheierman,Points Rebounds,Over,12.5,-110,BetMGM,2.69,50.0,10,False,"FD at -136, DK at -116, ESPN at -125",1028028434,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_points_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T15:04:28.636003-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Payton Pritchard,Points,Over,17.5,100,HardRockBet,2.02,60.0,10,False,"FD at -120, DK at -120, ESPN at -115",3547276,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_points,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T15:11:21.746786-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Egor Demin,Rebounds,Under,3.5,-118,BetMGM,2.5,40.0,10,False,"FD at -146, DK at -159, ESPN at -130",1057266813,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T15:14:47.528737-05:00,DET Pistons vs CLE Cavaliers (7:10 PM EST),Jalen Duren,Rebounds,Under,11.5,-110,DraftKings,5.83,40.0,10,False,"FD at -142, DK at -110, ESPN at -130",38017694,cf8cdaeaad30f552b5926615f7d28cab,2026-02-28 00:10:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T15:14:53.283923-05:00,BOS Celtics vs BKN Nets (7:40 PM EST),Jaylen Brown,Rebounds,Under,6.5,104,BetRivers,2.0,20.0,10,False,"FD at -114, DK at -112, ESPN at -115",70,e1e1a9d8e15113a1bd412d2137a14251,2026-02-28 00:40:00+00:00,player_rebounds,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
2026-02-27T15:18:25.447811-05:00,DAL Mavericks vs MEM Grizzlies (8:40 PM EST),Naji Marshall,Rebounds Assists,Over,10.5,110,BetMGM,5.0,30.0,10,False,"FD at -114, DK at -119, ESPN at -115",3547293,173782733e149dd225b1ee09169ee375,2026-02-28 01:40:00+00:00,player_rebounds_assists,True,Void,DNP or no data,2026-03-01T16:11:21.980282+00:00,
